what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119183838
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119183854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119183963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119194447
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119196135
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343119205197
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119206322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343119209713
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119211291
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343119215979
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343119218291
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119219635
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343119225166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119417307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119420588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119483338
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119491979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119492338
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119634275
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119642150
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1343119646229
executed,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors.lineNumberToggle",1343119662447
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119666135
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119690807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119930119
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119939182
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119941010
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119941619
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119942666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119947650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343121964947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343121967229
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343121967244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343121967400
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343121990635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343121991588
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122123104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122125307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122125885
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343122136807
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343122142057
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343122146104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122154932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122164791
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343122165447
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122167979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122176354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122178135
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122178166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122178260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122197932
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122198229
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122198354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122198854
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122200088
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.core",1343122200244
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343122200900
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1343122202775
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1343122202869
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1343122202963
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1343122203041
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1343122203072
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1343122203150
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1343122203260
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1343122203291
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1343122203322
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1343122203400
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1343122203400
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1343122203525
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1343122203588
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1343122203666
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1343122203854
